														
Analyse du cycle de vie des produits	id: + 2076													
When was William crowned as King of England?	Christmas Eve	Christmas Day	Boxing Day	New Year’s Day		ANSWERS	Christmas Day							
														
Scatter Diagrams	id: + 3949													
Describe the correlation of each of the four graphs.	Positive	Negative	None	Not enough information		ANSWERS	Positive							
Describe the correlation of each of the four graphs.	Positive	Negative	None	Not enough information		ANSWERS	Negative							
Describe the correlation of each of the four graphs.	Positive	Negative	None	Not enough information		ANSWERS	None							
Describe the correlation of each of the four graphs.	Positive	Negative	None	Not enough information		ANSWERS	Positive							
Is there any correlation between the data?	Positive	Negative	None	Not enough information		ANSWERS	Positive							
What is the highest mark in maths?	88	86	85	84		ANSWERS	86							
What is the lowest mark in science?	52	51	50	49		ANSWERS	52							
If you score 68 in maths what do you score in science?	71	69	70	72		ANSWERS	70							
Draw a line of best fit to estimate the weight of a person who is 148cm tall.	53kg	52kg	51kg	54kg		ANSWERS	52kg							
Using a line of best fit find the height of someone who is 50kg in weight.	143cm	b) 144cm	146cm	147cm		ANSWERS	147cm							
														
Sine & Cosine Rule	id: + 3950													
What is the missing length?	15.5cm	15.8cm	16.2cm	16.4cm		ANSWERS	15.8cm							
What is the missing length?	25.3 cm	22.1 cm	20.6 cm	24.5 cm		ANSWERS	20.6 cm							
What is the missing length?	7.9cm	= 7.7cm	7.8cm	7.1cm		ANSWERS	7.1cm							
What is the missing angle?	34.6°	35.7°	33.2°	31.8°		ANSWERS	34.6°							
What is the missing angle?	26.9°	25.7°	28.4°	27.8°		ANSWERS	27.8°							
What is the missing length?	6.5cm	8.0cm	9.3cm	10.2cm		ANSWERS	8.0cm							
What is the missing length?	13.5cm	14.2cm	15.8cm	12.2cm		ANSWERS	13.5cm							
What is the missing angle?	35.8°	33.9°	46.6°	44.4°		ANSWERS	46.6°							
What is the missing angle?	19.8°	26.7°	24.6°	31.8°		ANSWERS	26.7°							
What is the missing angle?	46.6°	56.8°	48.7°	38.7°		ANSWERS	46.6°							
														
The And/Or Rule	id: + 3952													
You throw an ordinary dice. What is the probability that you throw a 2 or 5?	1/2	1/3	1/4	1/5		ANSWERS	1/3							
A bag contains 10 white balls, 12 black balls and eight red balls. What is the probability that the ball you pick is black or white?	1/3	1/4	1/5	11/15		ANSWERS	11/15							
You have 20 CD’s that are not labelled. 12 are rock, five are pop and three are classical. What is the probability that you pick a CD that is pop or classical?	1/5	3/5	4/5	2/5		ANSWERS	2/5							
You throw a dice twice. What is the probability that both scores are even?	1/3	1/4	1/2	1/5		ANSWERS	1/4							
You throw a dice twice. What is the probability that one is even and one is odd (in any order)?	1/3	1/5	1/4	1/2		ANSWERS	1/2							
You have a biased coin where the probability of landing on a head is   2/3 . What is the probability of getting a head and a tail in any order?	2/9	4/9	1/9	5/9		ANSWERS	4/9							
A bag has 15 white balls and 10 black balls. A ball is taken, replaced and another ball is picked. What is the probability that both balls are black?	13/25	1/25	11/25	4/25		ANSWERS	4/25							
A bag has 15 white balls and 10 black balls. A ball is taken, replaced and another ball is picked. What is the probability that one ball is black and the other is white (in any order)?	12/25	11/25	10/25	13/25		ANSWERS	12/25							
The probability that you are late for school on Monday is 0.4. The probability that you are late on Tuesday is 0.2. What is the probability that you are late for school on Monday and Tuesday?	0.07	0.08	0.06	0.05		ANSWERS	0.08							
The probability that you are late for school on Monday is 0.4. The probability that you are late on Tuesday is 0.2. What is the probability that you are on time on Monday and Tuesday?	0.49	0.47	0.48	0.46		ANSWERS	0.48							
You should be worried if your friend’s annotations are different to your annotations	Yes, all annotations should be identical	Yes, but only if your friend has written more than you	No, annotations will vary from one person to another	It depends if you think your friend is more intelligent than you		ANSWERS	No, annotations will vary from one person to another							
Which of the following would NOT be good practice in annotating?	Colour coding	Underlining	Notes in margin	Annotating as many things as possible		ANSWERS	Annotating as many things as possible							
Which of the following would NOT be related to the structure of a text?	Use of repetition	Sentence lengths	Paragraph lengths	Use of imagery		ANSWERS	Use of imagery							
Which of these is a key theme in Of Mice and Men?	Divine right of kings	Dreams	Science	Disguise		ANSWERS	Dreams							
Annotations on language might be helpful if they include…	Vocabulary choices and literary devices	Plot details	The words ‘THE END’	Highlighting the whole of the first paragraph		ANSWERS	Vocabulary choices and literary devices							
Which of the following will NOT reveal information about the character?	Their actions	Their use of alliteration	Their body language	Their speech		ANSWERS	Their use of alliteration							
In the assessment, you will get most marks for…	Summarising the plot in the whole text	Knowing all the character names	Listing the literary devices used and what they are	Explaining the author’s choices and their effect		ANSWERS	Explaining the author’s choices and their effect							
Who wrote The Hunger Games?	Judy Blume	Suzanne Colllins	Carol Ann Duffy	J.K. Rowling		ANSWERS	Suzanne Colllins							
In The Hunger Games, the narrator is…	Haymitch	Peeta	Katniss	Gale		ANSWERS	Katniss							
														
Free Time  – Shopping	id: + 3968													
Where would you go for the following item: un periódico?	la frutería	la carnicería	el quiosco	la panadería		ANSWERS	el quiosco							
Where would you go for the following item: un reloj?	la droguería	la joyería	el quiosco	la confitería		ANSWERS	la joyería							
Where would you go for the following item: unos caramelos?	la frutería	la carnicería	la confitería	la panadería		ANSWERS	la confitería							
